movie,productionbudget,domesticgross,worldwidegross,year
Ghost Town,20000000,13367624,29958228,2008
Bullets Over Broadway,20000000,13383747,13383747,1994
One Night with the King,20000000,13395961,13725032,2006
Envy,20000000,13548322,14566246,2004
Burnt,20000000,13651946,36766293,2015
Crank 2: High Voltage,20000000,13684249,35472739,2009
The Man Who Knew Too Little,20000000,13801755,13801755,1997
What's Your Number?,20000000,14011084,30163785,2011
Disaster Movie,20000000,14190901,36720752,2008
Lockout,20000000,14326865,33943049,2012
Capitalism: A Love Story,20000000,14363397,19121531,2009
Twilight,20000000,15055091,15055091,1998
The Greatest Story Ever Told,20000000,15473333,15473333,1965
The Light Between Oceans,20000000,12545979,22281732,2016
A Guy Thing,20000000,15543862,17430594,2003
Paparazzi,20000000,15712072,16612072,2004
The Kite Runner,20000000,15800078,74180745,2007
Armored,20000000,15988876,23661038,2009
21 Grams,20000000,16248701,59667625,2003
Dead Silence,20000000,16574590,20614661,2007
Flatliners,20000000,16883115,45173738,2017
Kung Fu Hustle,20000000,17104669,102034104,2004
Fired Up,20000000,17231291,18608570,2009
The Zookeeperâs Wife,20000000,17445186,26308749,2017
Home for the Holidays,20000000,17468887,22119269,1995
Doogal,20000000,7578946,28058652,2006
The Quiet American,20000000,12987647,26348203,2002
The Country Bears,20000000,16988996,16988996,2002
The Weather Man,20000000,12482775,15466961,2005
Everybody's Fine,20000000,9208876,9208876,2009
Undisputed,20000000,12398628,12398628,2002
Machete Kills,20000000,8008161,18273009,2013
Connie and Carla,20000000,8047525,9649039,2004
Inherent Vice,20000000,8110975,14772346,2014
Sweet Charity,20000000,8000000,8000000,1969
Code Name: The Cleaner,20000000,8135024,8135024,2007
The Man,20000000,8330720,10393696,2005
Death at a Funeral,20000000,8580428,46285504,2007
Ratchet and Clank,20000000,8813410,14365639,2016
Superbabies: Baby Geniuses 2,20000000,9109322,9355369,2004
Whereâd You Go Bernadette,20000000,9198356,10840632,2019
Battle of the Year,20000000,8888355,16723377,2013
Thank You for Your Service,20000000,9479390,9985316,2017
Death Sentence,20000000,9534258,16907831,2007
12 Rounds,20000000,12234694,17306648,2009
Everyone Says I Love You,20000000,9725847,34600000,1996
We're No Angels,20000000,10555348,10555348,1989
Three to Tango,20000000,10570375,10570375,1999
Deconstructing Harry,20000000,10686841,10686841,1997
Mrs. Henderson Presents,20000000,11036366,27836366,2005
Be Kind Rewind,20000000,11175164,30894247,2008
Popstar: Never Stop Never Stopping,20000000,9496130,9537120,2016
3 Ninjas Kick Back,20000000,11744960,11744960,1994
Let Me In,20000000,12134935,28270399,2010
All Superheroes Must Die,20000,0,0,2013
The Front Man,20000,0,0,2015
Steel Spirit,20000,1860,1860,2002
Flywheel,20000,0,0,nown
Socrates,20000,0,849,2019
The Harvey Girls,2931000,4100000,4100000,1946
Boynton Beach Club,2900000,3127472,3127472,2006
Freakonomics,2900000,101270,172867,2010
Griff the Invisible,2900000,20778,25935,2011
Pocketful of Miracles,2900000,5000000,5000000,1961
Cinderella,2900000,85000000,263591415,1950
Central do Brasil,2900000,5969553,17006158,1998
Some Like it Hot,2883848,25000000,25035089,1959
High Tension,2850000,3681066,6435262,2005
Friday the 13th Part VII: The New Blood,2800000,19170001,19170001,1988
Artie Lange's Beer League,2800000,475000,475000,2006
Midnight Sun,2800000,9561064,26952508,2018
Phoenix Forgotten,2800000,3600146,3697729,2017
Hustle & Flow,2800000,22202809,23591783,2005
The Omen,2800000,48570885,48577431,1976
Young Frankenstein,2800000,86300000,86300489,1974
The Wizard of Oz,2777000,34685891,34949482,1939
Diary of the Dead,2750000,952620,5394447,2008
The Black Stallion,2700000,37799643,37799643,1979
Ulee's Gold,2700000,9054736,15600000,1997
Indivisible,2700000,3511417,3589633,2018
Lage Raho Munna Bhai,2700000,2217561,31517561,2006
Sardaar Ji,2700000,0,8200000,2015
Rejsen til Saturn,2700000,0,5377665,2008
Donovan's Reef,2686000,6600000,6600000,1963
Diane,2660000,0,0,1956
The Dress,2650000,16556,16556,1998
A Guy Named Joe,2627000,5363000,5363000,1943
Riding Giants,2600000,2276368,3292333,2004
Fat Sick & Nearly Dead,2600000,0,0,2011
Silver Medalist,2600000,0,0,nown
Timber Falls,2600000,0,71248,2007
La Cara Oculta,2600000,0,7033931,2012
Los CronocrÃ­menes,2600000,39127,564474,2008
Maurice,2600000,3147950,3305831,1987
Ida,2600000,3827060,15298355,2014
Friday the 13th Part IV: The Final Chapter,2600000,32980880,32980880,1984
Blazing Saddles,2600000,119500000,119500000,1974
Singin' in the Rain,2540000,7200000,7235585,1952
Garden State,2500000,26782316,36028802,2004
Bonnie and Clyde,2500000,50700000,50700000,1967
A Haunted House,2500000,40041683,59922558,2013
2016: Obamaâs America,2500000,33349941,33349941,2012
Kevin Hart: Let Me Explain,2500000,32244051,32327255,2013
My Life Without Me,2500000,432360,12267275,2003
That Thing You Do!,2500000,25857416,34557416,1996
Fuel,2500000,174255,174255,2008
8: The Mormon Proposition,2500000,100280,100280,2010
Sleep Dealer,2500000,80136,108907,2009
Eye of the Dolphin,2500000,72210,72260,2007
Underdogs,2500000,35017,1392649,2013
Anatomie,2500000,9598,9598,2000
The Calling,2500000,0,0,nown
Alien Uprising,2500000,0,0,2013
Christmas Mail,2500000,0,0,nown
Stung,2500000,0,0,2015
Sky Sharks,2500000,0,0,2017
8 Days,2500000,0,0,2015
Antibirth,2500000,0,0,2016
The Rise of the Krays,2500000,0,0,2016
Not Safe For Work,2500000,0,0,2020
Halloween II,2500000,25533818,25533818,1981
The Other End of the Line,2500000,115504,507446,2008
Valley of the Hearts Delight,2500000,118666,118666,2010
Before Sunrise,2500000,5274005,5691852,1995
Robot & Frank,2500000,3317468,4934356,2012
Religulous,2500000,13011160,13881317,2008
Escape from the Planet of the Apes,2500000,12300000,12300000,1971
Hud,2500000,10000000,10000000,1963
The Spectacular Now,2500000,6852971,6916951,2013
My Own Private Idaho,2500000,6401336,6402593,1991
Super,2500000,327716,593933,2011
Hunt for the Wilderpeople,2500000,5205471,23042284,2016
Sur Le Seuil,2500000,2013052,2013052,2003
Jesus' Son,2500000,1282084,1687548,2000
Saving Face,2500000,1187266,1269705,2005
Brick Lane,2500000,1094998,3838486,2008
The Lost Medallion: The Adventures of Billy Stone,2500000,549632,549632,2013
Marilyn Hotchkiss' Ballroom Dancing and Charm S…,2500000,349132,497195,2006
Halloween 3: Season of the Witch,2500000,14400000,14400000,1982
Go For It!,2450000,180237,182358,2011
Always Woodstock,2400000,0,0,2014
NiktÃ©,2400000,0,1333891,nown
The Kindergarten Teacher,2400000,0,552188,2018
Get on the Bus,2400000,5691854,5691854,1996
Idiocracy,2400000,444093,500296,2006
Thr3e,2400000,1008849,1420418,2007
This is England,2380000,327919,8739576,2007
Bathing Beauty,2361000,3500000,3500000,1944
The Toxic Avenger Part II,2300000,0,0,1989
The Brave Little Toaster,2300000,0,0,1987
Eden,2300000,0,0,2016
Show Boat,2300000,11000000,11000000,1951
Frontera,2300000,59696,59696,2014
Dancer Texas Pop. 81,2300000,574838,574838,1998
Do You Believe?,2300000,12985600,14628921,2015
Redemption Road,2300000,29384,29384,2011
Pinocchio,2289247,84300000,84300000,1940
Fantasia,2280000,83320000,83320832,1940
Friday the 13th Part 3,2250000,36690067,36690067,1982
Friday the 13th Part V: A New Beginning,2200000,21930418,21930418,1985
The French Connection,2200000,41158757,41158757,1971
The Last Sin Eater,2200000,388390,388390,2007
Louise-Michel,2200000,0,5482242,nown
Impact Point,2200000,0,0,nown
Chicken Tikka Masala,2160000,0,37865,nown
The Valley of Decision,2160000,9132000,9132000,1945
Jack Brooks: Monster Slayer,2150000,0,0,2008
The Best Years of Our Lives,2100000,23600000,23600000,1946
Bully,2100000,881824,1381824,2001
Elling,2100000,313436,399037,2002
Mi America,2100000,3330,3330,2016
[Rec],2100000,0,23266821,2007
Infected,2100000,0,0,nown
Lies in Plain Sight,2100000,0,0,nown
The Timber,2100000,0,0,2015
Sharkskin,2100000,0,0,2016
Jackass: The Movie,2000000,64282312,79282312,2002
The Curse of Downers Grove,2000000,0,0,2015
Pump,2000000,72277,72277,2014
Circle,2000000,10024,10024,2010
London,2000000,12667,12667,2006
The Missing Person,2000000,17896,17896,2009
Return of the Living Dead 3,2000000,21000,21000,1993
The First Time,2000000,22836,22836,2012
Super Capers,2000000,30955,30955,2009
Growing up Smith,2000000,35312,35312,2017
Knock Knock,2000000,36336,6328516,2015
This Thing of Ours,2000000,37227,37227,2003
Lost River,2000000,45431,2009644,2015
Eureka,2000000,49388,76654,2001
Roadside Romeo,2000000,55202,2046090,2008
24 7: Twenty Four Seven,2000000,72544,72544,1998
Shark Lake,2000000,0,0,2015
Saint John of Las Vegas,2000000,102645,102645,2010
It's All Gone Pete Tong,2000000,120620,2226603,2005
Hum to Mohabbt Karega,2000000,121807,121807,2000
Six-String Samurai,2000000,134624,134624,1998
The Last Five Years,2000000,147299,205298,2015
Sherrybaby,2000000,199176,759504,2006
Teeth,2000000,347578,2350641,2008
House of D,2000000,388532,466106,2005
Subway,2000000,390659,1663296,1985
Clockwatchers,2000000,537948,539961,1998
The Virginity Hit,2000000,636706,636706,2010
Dinner Rush,2000000,638227,1075504,2001
Eden Lake,2000000,7321,4294373,2008
Jerusalema,2000000,7294,10679,2010
Say Uncle,2000000,5361,5361,2006
Plush,2000000,3080,28864,2013
Wind Walkers,2000000,0,0,2015
True Bromance,2000000,0,0,nown
The Walking Deceased,2000000,0,0,2015
Slacker Uprising,2000000,0,0,2008
A Funny Thing Happened on the Way to the Forum,2000000,0,0,1966
Pendulum,2000000,0,0,nown
Lucky Dog,2000000,0,0,nown
Coffee Town,2000000,0,0,2013
Small Apartments,2000000,0,0,2013
Highway,2000000,0,0,nown
The Legend of Hellâs Gate: An American Conspira…,2000000,0,0,2012
Straight A's,2000000,0,0,2013
The Lady from Shanghai,2000000,0,0,1947
Wings,2000000,0,0,1927
Rockaway,2000000,0,0,2007
No Man's Land: The Rise of Reeker,2000000,0,0,2008
Nine Dead,2000000,0,0,nown
Bananas,2000000,0,0,1971
To Be Frank Sinatra at 100,2000000,0,926,2015
Stitches,2000000,0,63555,2012
Freeze Frame,2000000,0,105377,2004
Bone Tomahawk,2000000,0,475846,2015
Grave Encounters,2000000,0,2151887,2011
Lesbian Vampire Killers,2000000,0,3620902,2009
The Ghastly Love of Johnny X,2000000,2436,2436,2012
Inside Deep Throat,2000000,691880,691880,2005
Sharkwater,2000000,850920,1720833,2007
The Babadook,2000000,950792,7482387,2014
Before Sunset,2000000,5792822,11217346,2004
The Florida Project,2000000,5904366,11295324,2017
American Splendor,2000000,6003587,8685632,2003
Meet the Mormons,2000000,6047363,6049171,2014
Winter\'s Bone,2000000,6531503,16131551,2010
Smoke Signals,2000000,6719300,7756617,1998
Les Triplettes de Belleville,2000000,7301288,17400005,2003
Witchboard,2000000,7369373,7369373,1986
The Hustler,2000000,7600000,7600000,1961
Gentleman's Agreement,2000000,7800000,7800000,1947
Boom Town,2000000,9172000,9172000,1940
Lolita,2000000,9250000,9250000,1962
Hardcore Henry,2000000,9252038,17187434,2016
Das Leben der Anderen,2000000,11284657,81197047,2007
Boys Don't Cry,2000000,11540607,20741000,1999
Silent House,2000000,12739737,16610760,2012
To Kill A Mockingbird,2000000,13129846,13129846,1962
Eighth Grade,2000000,13539710,14348020,2018
It Follows,2000000,14674077,23236296,2015
Everything You Always Wanted to Know,2000000,18016290,18016290,1972
Sleeper,2000000,18344729,18344729,1973
In the Heat of the Night,2000000,24379978,24407647,1967
Notorious,2000000,24464742,24492698,1946
Mad Max 2: The Road Warrior,2000000,24600832,24600832,1982
From Russia With Love,2000000,24800000,78900000,1964
Courageous,2000000,34522221,35185884,2011
All Saints,2000000,5802208,5941994,2017
Amores Perros,2000000,5383834,20883834,2001
Meek's Cutoff,2000000,977772,1869928,2011
The Company You Keep,2000000,5132442,21087760,2012
In the Shadow of the Moon,2000000,1134358,2175587,2007
Get Real,2000000,1152411,1152411,1999
Locke,2000000,1370646,2088390,2014
No End In Sight,2000000,1433319,1433319,2007
The Diary of a Teenage Girl,2000000,1477002,2279959,2015
Hamlet,2000000,1577287,2419669,2000
The Book of Mormon Movie Volume 1: The Journey,2000000,1660865,1660865,2003
Son of Rambow: A Home Movie,2000000,1785505,11263263,2008
Shortbus,2000000,1985292,1985292,2006
Nemesis,2000000,2001124,2001124,1993
Night on Earth,2000000,2015000,2022893,1992
Strangers with Candy,2000000,2072645,2077844,2006
Waltz with Bashir,2000000,2283849,13912289,2008
The Resurrection of Gavin Stone,2000000,2303792,2303792,2017
Hearts Beat Loud,2000000,2386254,2469510,2018
Full Frontal,2000000,2512846,3438804,2002
Captive,2000000,2583301,2791973,2015
Ghost Dog: The Way of the Samurai,2000000,3330230,10672492,2000
Harsh Times,2000000,3337931,6225304,2006
We Are Your Friends,2000000,3591417,10153415,2015
Me and You and Everyone We Know,2000000,3885134,9615464,2005
Alexander's Ragtime Band,2000000,4000000,4000000,1938
Inside Job,2000000,4311834,7799257,2010
Touching the Void,2000000,4593598,15396525,2004
Thirteen,2000000,4601043,9505996,2003
The Dog Lover,2000000,0,0,2016
Stonewall,2000000,304602,304602,1996
The Mummy,195000000,80101125,409953905,2017
Jack the Giant Slayer,195000000,65187603,197687603,2013
Transformers: Dark of the Moon,195000000,352390543,1123794079,2011
World War Z,190000000,202359711,531514650,2013
Pacific Rim,190000000,101802906,411002906,2013
Disneyâs A Christmas Carol,190000000,137855863,315709697,2009
The Great Gatsby,190000000,144840419,353640419,2013
Star Trek Into Darkness,190000000,228778661,467381584,2013
Furious 7,190000000,353007020,1517179709,2015
Weekend,190000,484592,1577585,2011
Bird Box,19800000,0,0,2018
Der Baader Meinhof Komplex,19700000,476270,16498827,2009
De rouille et dâos,19500000,2061449,29393634,2012
The Shape of Water,19500000,63859435,195790794,2017
The Painted Veil,19400000,8060487,15118795,2006
The Frozen Ground,19200000,0,5617460,2013
The Devil's Double,19100000,1361512,5965646,2011
The Fall of the Roman Empire,19000000,4750000,4750000,1964
Firestorm,19000000,8123860,8123860,1998
Take Me Home Tonight,19000000,6928068,7576604,2011
Won't Back Down,19000000,5310554,5745503,2012
Action Point,19000000,5059608,5103675,2018
Kansas City,19000000,1353824,1353824,1996
The Nutcracker,19000000,2119994,2119994,1993
George Balanchine\'s The Nutcracker,19000000,2119994,2119994,2011
Out of the Inferno,19000000,0,0,2016
Gone,19000000,11682205,18100189,2012
Sex Drive,19000000,8402485,10412485,2008
Sen to Chihiro no Kamikakushi,19000000,10049886,273079182,2002
The Shining,19000000,44568631,45597016,1980
Back to the Future,19000000,212259762,385521815,1985
Scary Movie,19000000,157019771,277200000,2000
Bad Teacher,19000000,100292856,215448997,2011
Sausage Party,19000000,97670358,141344255,2016
Sea of Love,19000000,58571513,58571513,1989
Just Married,19000000,56127162,101564935,2003
I Can Do Bad All By Myself,19000000,51733921,51733921,2009
A Cinderella Story,19000000,51438175,70112484,2004
Mutiny on The Bounty,19000000,13680000,13680000,1962
Thirteen Ghosts,19000000,41867960,68467960,2001
Dances with Wolves,19000000,184208842,424208842,1990
House on Haunted Hill,19000000,40846082,65090541,1999
The Crazies,19000000,39123589,56445534,2010
Notorious,19000000,36843682,44972183,2009
Nobodyâs Fool,19000000,31713110,32589493,2018
The Switch,19000000,27758465,49858465,2010
Leap Year,19000000,25918920,32618920,2010
The Book Thief,19000000,21488481,76086711,2013
Gone Baby Gone,19000000,20300218,34359030,2007
Thomas and the Magic Railroad,19000000,15911332,15911332,2000
The Good Dinosaur,187500000,123087120,333771037,2015
Iron Man,186000000,318604126,585171547,2008
Maleficent: Mistress of Evil,185000000,113929605,489346495,2019
Star Trek Beyond,185000000,158848340,335673708,2016
Terminator: Dark Fate,185000000,62253077,250372367,2019
Kong: Skull Island,185000000,168052812,561072059,2017
Brave,185000000,237282182,554606532,2012
Blade Runner 2049,185000000,92054159,258736366,2017
The Dark Knight,185000000,533720947,999843611,2008
Indiana Jones and the Kingdom of the Crystal Skull,185000000,317101119,786635413,2008
Aladdin,182000000,355559216,1046918234,2019
Thor: Ragnarok,180000000,315058289,850482778,2017
Rush Hour 3,180000000,140125968,256585882,2007
Hugo,180000000,73864507,180047784,2011
The Legend of Tarzan,180000000,126643061,348902025,2016
Valerian and the City of a Thousand Planets,180000000,40479370,215098356,2017
WALL-E,180000000,223808164,532508025,2008
Fantastic Beasts and Where to Find Them,180000000,234037575,811724385,2016
Maleficent,180000000,241407328,758536735,2014
The Chronicles of Narnia: The Lion the Witch a…,180000000,291710957,720539572,2005
Butterfly Girl,180000,17503,17503,2015
Bacheha-Ye aseman,180000,933933,1628579,1999
Arrowhead,180000,0,0,2017
George A. Romero's Land of the Dead,18975000,20700082,47751015,2005
IndigÃ¨nes,18900000,320700,26063572,2006
Ne le dis Ã personne,18500000,6198883,33954018,2008
